instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access
222.0,2.0,0.2,0.1818,0.4,0.2836,5.0,47.0,52.0,moyen,occasionnel,22042,commercial,1,6,12,4
223.0,2.0,0.2,0.1818,0.4,0.2836,4.0,50.0,54.0,élevé,occasionnel,30247,residentiel,2,9,28,1
224.0,2.0,0.2,0.197,0.4,0.2239,0.0,47.0,47.0,moyen,frequent,69326,commercial,3,5,82,4
225.0,2.0,0.2,0.197,0.4,0.2239,2.0,43.0,45.0,élevé,frequent,39492,residentiel,2,1,32,1
226.0,1.0,0.2,0.2121,0.4,0.1343,4.0,70.0,74.0,faible,frequent,46728,commercial,4,3,91,9
227.0,1.0,0.2,0.2273,0.4,0.1045,4.0,174.0,178.0,faible,frequent,97577,commercial,5,2,3,2
228.0,1.0,0.2,0.197,0.4,0.2239,1.0,154.0,155.0,faible,frequent,75397,commercial,5,6,50,5
229.0,1.0,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0,moyen,occasionnel,74760,residentiel,3,9,80,5
8678.806666277509,1.0,0.4973845615671642,0.1667,0.5,0.1642,1.0,73.0,74.0,élevé,frequent,85227,commercial,1,6,18,1
231.0,1.0,0.14,0.1364,0.59,0.194,1.0,37.0,38.0,moyen,occasionnel,92955,commercial,5,2,49,4
232.0,1.0,0.14,0.1515,0.59,0.1642,2.0,22.0,24.0,élevé,frequent,47584,residentiel,4,10,44,6
233.0,1.0,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0,élevé,occasionnel,74936,residentiel,5,2,59,8
234.0,1.0,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0,élevé,occasionnel,54074,residentiel,2,10,2,10
235.0,1.0,0.14,0.1515,0.6267715067854855,0.1642,0.0,3.0,3.0,élevé,occasionnel,51258,residentiel,5,7,100,10
236.0,2.0,0.16,0.4760846711064376,0.55,0.194,0.0,3.0,3.0,élevé,occasionnel,63758,commercial,4,2,14,5
237.0,2.0,0.16,0.1818,0.55,0.1343,0.0,6.0,6.0,faible,frequent,32791,residentiel,2,2,35,10
238.0,2.0,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0,moyen,occasionnel,37171,residentiel,3,4,62,6
239.0,2.0,0.16,0.2273,0.55,0.0,2.0,97.0,99.0,moyen,occasionnel,79403,commercial,1,1,95,5
240.0,2.0,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0,faible,frequent,38752,commercial,3,3,88,7
241.0,2.0,0.18,0.197,0.51,0.1642,3.0,127.0,130.0,moyen,frequent,74389,commercial,3,7,18,1
242.0,2.0,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0,élevé,frequent,46349,commercial,4,6,69,7
243.0,2.0,0.4973845615671642,0.2121,0.47,0.1343,4.0,31.0,35.0,faible,occasionnel,68670,commercial,2,6,12,8
244.0,2.0,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0,moyen,frequent,83630,residentiel,4,9,84,10
245.0,2.0,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0,faible,occasionnel,90937,residentiel,2,4,63,3
246.0,2.0,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0,moyen,frequent,88528,residentiel,4,8,21,2
247.0,2.0,0.16,0.197,0.8,0.0896,35.62439423133065,153.42456896551724,47.0,moyen,frequent,67556,residentiel,3,6,9,3
248.0,2.0,0.16,0.1515,0.86,0.1900632159104164,4.0,72.0,76.0,moyen,occasionnel,27820,commercial,2,9,87,2
249.0,2.0,0.16,0.1515,0.86,0.2239,6.0,130.0,136.0,faible,frequent,20581,commercial,4,7,71,3
250.0,3.0,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0,faible,occasionnel,94144,commercial,3,4,22,3
251.0,3.0,0.16,0.2273,0.93,0.0,0.0,51.0,51.0,moyen,occasionnel,58065,residentiel,4,1,97,6
252.0,3.0,0.16,0.1515,0.93,0.194,0.0,32.0,32.0,moyen,frequent,81197,residentiel,3,7,49,10
253.0,3.0,0.16,0.197,0.86,0.0896,35.62439423133065,20.0,20.0,élevé,occasionnel,35924,residentiel,5,8,75,1
254.0,3.0,0.16,0.1818,0.93,0.1045,1.0,28.0,29.0,faible,occasionnel,32024,commercial,3,1,80,2
255.0,3.0,0.16,0.197,0.93,0.0896,1.0,18.0,19.0,faible,occasionnel,92291,residentiel,3,6,58,5
256.0,1.4258026853473438,0.16,0.197,0.86,0.0896,0.0,7.0,7.0,moyen,frequent,46229,commercial,4,6,62,1
257.0,2.0,0.16,0.1818,0.86,0.1045,0.0,6.0,6.0,faible,frequent,38452,residentiel,2,1,66,1
258.0,1.0,0.14,0.1515,0.86,0.1343,0.0,1.0,1.0,moyen,frequent,83756,commercial,5,9,32,10
259.0,1.0,0.14,0.1515,0.86,0.1642,0.0,5.0,5.0,élevé,occasionnel,41417,commercial,4,3,82,3
260.0,1.0,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0,moyen,frequent,27725,commercial,1,8,81,1
261.0,1.0,0.14,0.1515,0.6267715067854855,0.1343,0.0,54.0,54.0,élevé,occasionnel,49362,commercial,2,3,49,1
262.0,1.0,0.16,0.1667,0.59,0.1642,3.0,125.0,128.0,moyen,occasionnel,36480,commercial,2,10,65,8
263.0,1.0,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0,élevé,frequent,26642,commercial,2,3,35,3
264.0,1.0,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0,moyen,occasionnel,46091,residentiel,1,9,7,5
265.0,1.0,0.2,0.1818,0.51,0.3881,3.0,153.42456896551724,35.0,élevé,occasionnel,48896,residentiel,4,2,83,4
266.0,1.0,0.2,0.1515,0.47,0.5821,3.0,52.0,55.0,élevé,occasionnel,62421,residentiel,1,7,95,9
267.0,1.0,0.22,0.197,0.44,0.3582,0.0,49.0,49.0,moyen,frequent,43916,residentiel,4,1,53,1
268.0,1.0,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0,moyen,frequent,23339,commercial,4,8,36,10
269.0,1.0,0.2,0.1667,0.47,0.4179,1.0,48.0,49.0,faible,occasionnel,86734,commercial,4,5,12,7
270.0,1.0,0.22,0.197,0.44,0.3284,5.0,63.0,68.0,faible,occasionnel,24391,commercial,4,5,66,3
271.0,1.0,0.2,0.1818,0.47,0.3582,0.0,139.0,139.0,faible,occasionnel,29588,commercial,4,10,35,7
272.0,1.0,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0,élevé,frequent,49855,residentiel,4,2,32,6
273.0,1.0,0.18,0.1515,0.47,0.4179,1.0,82.0,83.0,élevé,frequent,98160,residentiel,2,9,10,8
274.0,1.0,0.16,0.1364,0.5,0.3284,2.0,54.0,56.0,moyen,frequent,77609,commercial,2,5,46,2
275.0,1.0,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0,moyen,occasionnel,45873,commercial,3,2,71,1
276.0,1.0,0.16,0.1212,0.55,0.4478,1.0,32.0,33.0,élevé,occasionnel,34422,commercial,3,2,9,6
277.0,1.0,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0,faible,frequent,23674,residentiel,1,7,56,4
278.0,1.0,0.4973845615671642,0.1212,0.59,0.2836,1.0,6.0,7.0,élevé,occasionnel,49245,residentiel,5,2,48,7
279.0,1.0,0.14,0.1212,0.5,0.2836,0.0,2.0,2.0,faible,occasionnel,42780,commercial,2,4,57,5
280.0,1.0,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0,moyen,occasionnel,29131,commercial,3,2,71,9
281.0,1.0,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0,faible,frequent,36464,commercial,5,8,16,5
282.0,1.0,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0,moyen,occasionnel,99964,commercial,4,6,90,4
283.0,1.0,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0,faible,occasionnel,41962,commercial,4,10,22,1
284.0,1.0,0.12,0.1515,0.54,0.1343,0.0,28.0,28.0,faible,frequent,50319,residentiel,3,4,89,10
285.0,1.0,0.12,0.1515,0.54,0.1343,35.62439423133065,72.0,72.0,moyen,occasionnel,80193,residentiel,3,9,22,2
286.0,1.0,0.14,0.1364,0.5,0.194,5.0,197.0,202.0,faible,frequent,50003,residentiel,3,7,58,10
287.0,1.0,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0,élevé,frequent,81282,commercial,2,9,45,1
288.0,2.0,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0,élevé,occasionnel,39347,residentiel,5,7,42,9
289.0,2.0,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0,élevé,frequent,27626,commercial,4,5,12,9
290.0,1.0,0.2,0.1667,0.44,0.4179,3.0,49.0,52.0,moyen,occasionnel,29621,commercial,1,7,81,7
291.0,1.0,0.22,0.197,0.41,0.4478,2.0,81.0,83.0,faible,frequent,47062,residentiel,1,10,73,2
292.0,1.0,0.22,0.197,0.41,0.3881,3.0,39.0,42.0,élevé,occasionnel,63110,residentiel,2,6,95,10
293.0,1.0,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0,faible,occasionnel,58267,residentiel,1,8,77,6
294.0,1.0,0.24,0.2121,0.38,0.3582,2.0,153.42456896551724,78.0,faible,frequent,66133,residentiel,1,7,57,7
295.0,1.0,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0,moyen,frequent,84977,residentiel,5,1,98,1
296.0,1.0,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0,élevé,occasionnel,55207,residentiel,4,5,25,6
297.0,1.0,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0,moyen,frequent,71773,commercial,3,2,42,4
298.0,1.0,0.16,0.1515,0.47,0.2239,0.0,64.0,64.0,moyen,frequent,32399,commercial,1,3,72,6
299.0,1.0,0.14,0.1212,0.46,0.2985,0.0,40.0,40.0,moyen,frequent,88057,residentiel,2,2,12,3
300.0,1.0,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0,élevé,occasionnel,24135,residentiel,2,2,51,6
301.0,1.0,0.12,0.1364,0.5,0.194,1.0,14.0,15.0,élevé,occasionnel,49346,residentiel,5,6,69,6
302.0,1.0,0.12,0.1364,0.5,0.194,0.0,14.0,14.0,faible,occasionnel,55006,residentiel,2,6,24,4
303.0,1.0,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0,moyen,frequent,79378,commercial,5,10,11,7
304.0,1.0,0.1,0.1212,0.54,0.1343,0.0,1.0,1.0,élevé,frequent,44297,residentiel,3,4,94,3
305.0,1.0,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0,moyen,occasionnel,97510,commercial,1,6,19,1
306.0,1.0,0.1,0.1364,0.54,0.0896,0.0,8.0,8.0,élevé,frequent,91435,residentiel,3,10,60,4
307.0,1.0,0.1,0.1818,0.54,0.0,0.0,153.42456896551724,17.0,élevé,occasionnel,98811,commercial,3,9,79,8
308.0,1.0,0.1,0.1212,0.74,0.1642,0.0,70.0,70.0,élevé,occasionnel,24775,residentiel,2,4,25,3
309.0,1.0,0.12,0.1667,0.68,0.0,2.0,156.0,158.0,moyen,frequent,55314,commercial,4,5,33,5
310.0,1.0,0.14,0.1515,0.69,0.1343,0.0,117.0,117.0,élevé,frequent,82968,residentiel,5,4,76,8
311.0,1.0,0.18,0.1818,0.55,0.194,4.0,40.0,44.0,moyen,occasionnel,89655,commercial,4,6,2,6
312.0,1.0,0.18,0.1667,0.51,0.2836,6.0,47.0,53.0,moyen,occasionnel,58972,residentiel,2,1,53,9
313.0,1.0,0.2,0.197,0.44,0.2537,2.0,59.0,61.0,élevé,occasionnel,86083,commercial,2,9,38,4
314.0,1.0,0.22,0.197,0.37,0.3881,4.0,73.0,77.0,moyen,frequent,22002,residentiel,5,5,57,6
315.0,1.0,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0,faible,frequent,40729,residentiel,1,4,93,6
316.0,1.0,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0,élevé,frequent,50263,commercial,3,1,40,1
317.0,1.0,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0,faible,frequent,61793,commercial,1,9,65,7
318.0,1.0,0.4973845615671642,0.2273,0.41,0.1642,4.0,155.0,159.0,élevé,frequent,98760,commercial,1,10,94,5
319.0,1.0,0.2,0.2576,0.47,0.0,5.0,134.0,139.0,élevé,occasionnel,74482,commercial,3,6,73,2
8678.806666277509,1.0,0.16,0.197,0.59,0.0896,3.0,153.42456896551724,92.0,moyen,occasionnel,80754,residentiel,4,5,59,1
321.0,1.0,0.18,0.2424,0.59,0.0,0.0,68.0,68.0,faible,occasionnel,74418,commercial,5,2,16,7
322.0,1.0,0.16,0.2273,0.69,0.0,4.0,48.0,52.0,élevé,frequent,33640,residentiel,2,6,69,2
323.0,2.0,0.16,0.2273,0.69,0.0,2.0,34.0,36.0,moyen,frequent,74011,commercial,5,2,58,9
324.0,2.0,0.18,0.2424,0.55,0.0,1.0,26.0,189.44106486076245,faible,frequent,56914,residentiel,1,6,42,10
325.0,1.0,0.18,0.2424,0.55,0.0,35.62439423133065,25.0,28.0,moyen,occasionnel,58073,residentiel,2,6,68,8
326.0,2.0,0.16,0.197,0.59,0.0896,2.0,18.0,20.0,élevé,frequent,41080,commercial,4,10,29,8
327.0,2.0,0.16,0.197,0.59,0.0896,0.0,12.0,12.0,moyen,occasionnel,54785,commercial,5,2,53,5
328.0,2.0,0.16,0.2273,0.59,0.0,1.0,7.0,8.0,élevé,occasionnel,22335,residentiel,1,4,65,2
329.0,2.0,0.16,0.2273,0.59,0.0,0.0,5.0,5.0,élevé,frequent,35965,commercial,3,2,22,8
330.0,1.0,0.16,0.2273,0.59,0.0,0.0,1.0,1.0,moyen,frequent,29515,commercial,3,6,63,1
331.0,1.0,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0,élevé,frequent,43229,commercial,1,1,16,5
332.0,1.0,0.14,0.2121,0.63,0.0,1.0,9.0,10.0,moyen,occasionnel,82615,residentiel,3,4,62,10
333.0,1.0,0.14,0.1515,0.63,0.1343,1.0,22.0,23.0,faible,occasionnel,70723,commercial,4,8,9,7
334.0,1.0,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0,faible,occasionnel,56345,residentiel,2,1,88,2
335.0,1.0,0.18,0.197,0.59,0.1642,2.0,57.0,59.0,élevé,occasionnel,31532,commercial,3,8,39,2
336.0,1.4258026853473438,0.2,0.4760846711064376,0.55,0.2239,18.0,54.0,72.0,faible,frequent,26595,commercial,4,2,36,2
337.0,1.0,0.24,0.2273,0.48,0.2239,15.0,74.0,89.0,faible,occasionnel,90349,commercial,4,5,21,6
338.0,1.0,0.28,0.2576,0.38,0.2985,21.0,80.0,101.0,élevé,frequent,82317,commercial,5,6,40,4
339.0,1.0,0.3,0.2879,0.39,0.2836,26.0,92.0,118.0,moyen,occasionnel,28530,commercial,4,6,30,10
340.0,2.0,0.32,0.3182,0.36,0.194,21.0,108.0,189.44106486076245,moyen,frequent,92969,commercial,3,4,78,4
341.0,2.0,0.34,0.3333,0.34,0.194,33.0,95.0,128.0,faible,occasionnel,78221,residentiel,5,5,74,4
342.0,2.0,0.32,0.303,0.36,0.2836,29.0,54.0,83.0,faible,frequent,67866,residentiel,5,9,71,2
343.0,2.0,0.3,0.2879,0.45,0.2537,15.0,69.0,84.0,moyen,frequent,87461,commercial,1,5,63,6
344.0,2.0,0.32,0.303,0.39,0.2537,14.0,60.0,74.0,moyen,frequent,62356,commercial,1,6,16,4
345.0,2.0,0.32,0.303,0.39,0.2537,6.0,35.0,41.0,moyen,occasionnel,94175,residentiel,5,9,75,6
346.0,2.0,0.32,0.303,0.39,0.2239,6.0,51.0,57.0,faible,occasionnel,52369,residentiel,1,7,95,9
347.0,2.0,0.3,0.3182,0.6267715067854855,0.1045,0.0,26.0,26.0,élevé,occasionnel,73990,residentiel,5,2,42,8
348.0,1.0,0.3,0.2879,0.45,0.2836,5.0,39.0,44.0,moyen,frequent,43342,commercial,4,8,24,3
349.0,1.0,0.26,0.303,0.56,0.0,6.0,33.0,39.0,faible,frequent,50540,residentiel,2,6,34,5
350.0,1.0,0.26,0.2727,0.56,0.1343,4.0,19.0,23.0,faible,occasionnel,66149,commercial,2,1,13,5
351.0,1.0,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0,faible,occasionnel,90168,commercial,1,6,53,5
352.0,1.0,0.22,0.2727,0.69,0.0,9.0,6.0,15.0,élevé,occasionnel,28678,residentiel,1,6,70,2
353.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,faible,frequent,50603,commercial,2,2,5,4
354.0,2.0,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0,faible,occasionnel,84014,residentiel,4,2,3,9
355.0,2.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,moyen,frequent,47771,commercial,3,10,96,9
356.0,2.0,0.24,0.2121,0.56,0.2985,0.0,3.0,3.0,moyen,frequent,85515,commercial,5,9,80,5
357.0,1.0,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0,moyen,frequent,83347,commercial,4,7,99,4
358.0,1.0,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0,élevé,frequent,99329,residentiel,2,8,3,1
359.0,1.0,0.22,0.2121,0.51,0.2836,8.0,71.0,79.0,moyen,frequent,59983,residentiel,1,5,4,9
360.0,1.0,0.24,0.2273,0.44,0.2537,23.0,70.0,93.0,faible,frequent,22457,residentiel,1,6,67,6
361.0,1.0,0.24,0.2121,0.41,0.2836,29.0,75.0,104.0,faible,occasionnel,55563,commercial,4,10,12,5
362.0,1.0,0.26,0.2273,0.35,0.2985,23.0,153.42456896551724,118.0,faible,occasionnel,27453,residentiel,1,2,95,8
363.0,1.0,0.28,0.2727,0.36,0.2537,22.0,69.0,91.0,élevé,frequent,97440,residentiel,5,6,85,7
364.0,1.4258026853473438,0.4973845615671642,0.2424,0.38,0.2537,35.0,78.0,113.0,moyen,frequent,65129,commercial,2,4,80,2
8678.806666277509,1.0,0.24,0.2273,0.38,0.2239,22.0,77.0,99.0,élevé,occasionnel,25683,residentiel,3,1,43,9
366.0,1.0,0.22,0.2121,0.37,0.2537,23.0,82.0,105.0,élevé,frequent,54197,residentiel,2,1,26,2
367.0,1.0,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0,faible,occasionnel,49080,commercial,2,1,5,2
368.0,1.0,0.18,0.197,0.47,0.1343,14.0,47.0,61.0,moyen,occasionnel,48482,residentiel,1,9,29,8
369.0,1.0,0.18,0.197,0.47,0.1642,7.0,50.0,57.0,faible,frequent,94070,commercial,5,6,55,8
370.0,1.0,0.18,0.197,0.51,0.1642,6.0,22.0,28.0,moyen,occasionnel,86929,residentiel,4,3,3,7
371.0,2.0,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0,faible,frequent,82132,commercial,4,2,7,4
372.0,2.0,0.2,0.2273,0.4,0.1045,0.0,18.0,18.0,moyen,frequent,76027,commercial,1,1,51,5
373.0,2.0,0.2,0.197,0.47,0.2239,1.0,16.0,17.0,moyen,occasionnel,26174,residentiel,2,5,62,10
374.0,2.0,0.2,0.197,0.44,0.194,1.0,15.0,16.0,faible,frequent,50662,residentiel,3,6,23,10
375.0,2.0,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0,faible,occasionnel,38347,commercial,1,8,65,10
376.0,2.0,0.18,0.1818,0.43,0.194,0.0,2.0,2.0,élevé,frequent,24251,residentiel,1,3,82,8
377.0,2.0,0.18,0.197,0.43,0.1343,1.0,2.0,3.0,élevé,occasionnel,24830,commercial,1,6,66,3
378.0,2.0,0.18,0.197,0.43,0.1642,0.0,1.0,1.0,faible,occasionnel,89900,residentiel,3,10,72,8
379.0,2.0,0.18,0.1818,0.43,0.194,0.0,5.0,5.0,élevé,occasionnel,83124,commercial,3,5,83,3
380.0,2.0,0.16,0.1818,0.6267715067854855,0.1343,4.0,9.0,13.0,élevé,frequent,97701,residentiel,2,3,59,7
381.0,2.0,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0,élevé,occasionnel,52222,residentiel,1,5,20,10
382.0,2.0,0.16,0.4760846711064376,0.47,0.2239,8.0,39.0,47.0,moyen,frequent,24229,commercial,2,7,72,8
383.0,2.0,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0,moyen,occasionnel,80313,commercial,2,9,81,6
384.0,2.0,0.16,0.1515,0.55,0.194,9.0,55.0,64.0,élevé,occasionnel,63806,residentiel,3,3,11,1
385.0,2.0,0.18,0.197,0.47,0.1343,10.0,70.0,80.0,faible,frequent,86780,commercial,1,6,3,1
386.0,2.0,0.18,0.197,0.47,0.1343,13.0,80.0,93.0,faible,frequent,74623,residentiel,1,1,51,10
387.0,2.0,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0,élevé,occasionnel,93670,residentiel,3,9,88,9
388.0,2.0,0.2,0.2121,0.47,0.1642,21.0,72.0,93.0,faible,occasionnel,75321,residentiel,3,7,2,9
389.0,2.0,0.2,0.2121,0.47,0.1642,6.0,76.0,82.0,moyen,frequent,72641,commercial,2,6,39,4
390.0,1.0,0.2,0.197,0.51,0.194,4.0,67.0,71.0,moyen,occasionnel,22527,residentiel,2,5,2,1
391.0,2.0,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0,moyen,occasionnel,92412,residentiel,4,9,6,2
392.0,3.0,0.18,0.1818,0.59,0.194,2.0,58.0,60.0,moyen,occasionnel,53170,residentiel,1,4,31,8
393.0,3.0,0.16,0.1515,0.8,0.194,4.0,29.0,33.0,faible,frequent,49115,residentiel,5,7,26,7
394.0,3.0,0.16,0.1515,0.8,0.194,3.0,24.0,27.0,faible,occasionnel,24440,residentiel,5,5,33,4
395.0,3.0,0.14,0.1212,0.93,0.2537,0.0,13.0,13.0,moyen,occasionnel,59845,commercial,3,5,19,3
396.0,3.0,0.16,0.1364,0.86,0.2836,1.0,3.0,4.0,faible,occasionnel,79745,residentiel,3,10,49,6
397.0,2.0,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0,élevé,frequent,76190,commercial,1,1,14,3
398.0,2.0,0.2,0.4760846711064376,0.86,0.2239,0.0,22.0,22.0,moyen,occasionnel,76647,commercial,1,4,19,1
399.0,2.0,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0,faible,frequent,74921,commercial,5,9,62,4
400.0,2.0,0.22,0.2273,0.87,0.1642,3.0,32.0,35.0,élevé,frequent,32663,commercial,2,6,16,3
401.0,2.0,0.22,0.4760846711064376,0.87,0.194,0.0,61.0,61.0,élevé,frequent,21614,residentiel,5,10,44,10
402.0,2.0,0.22,0.2273,0.82,0.194,1.0,124.0,125.0,moyen,frequent,50705,residentiel,3,3,35,6
403.0,2.0,0.22,0.2273,0.8,0.1642,1.0,132.0,133.0,faible,occasionnel,66126,commercial,2,5,67,7
404.0,2.0,0.22,0.2273,0.8,0.1343,35.62439423133065,98.0,99.0,moyen,frequent,51533,commercial,2,6,51,7
405.0,2.0,0.4973845615671642,0.2727,0.87,0.0,0.0,83.0,83.0,moyen,occasionnel,63761,residentiel,1,4,22,6
406.0,2.0,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0,moyen,occasionnel,96290,commercial,5,6,53,5
407.0,2.0,0.22,0.2576,0.93,0.0896,0.0,33.0,33.0,faible,occasionnel,42298,residentiel,5,6,65,1
408.0,2.0,0.22,0.2727,0.93,0.1900632159104164,1.0,19.0,20.0,moyen,occasionnel,55545,commercial,1,10,28,3
409.0,2.0,0.22,0.2727,0.93,0.0,0.0,3.0,3.0,élevé,frequent,55140,residentiel,4,10,84,1
410.0,3.0,0.22,0.2273,0.93,0.1343,1.0,6.0,7.0,moyen,frequent,49055,commercial,4,6,47,7
411.0,3.0,0.22,0.2273,0.93,0.1343,0.0,3.0,3.0,moyen,frequent,38802,commercial,5,9,35,4
412.0,3.0,0.22,0.2273,0.93,0.1343,1.0,1.0,2.0,faible,frequent,66175,residentiel,5,1,1,6
413.0,2.0,0.22,0.2576,0.93,0.0896,0.0,7.0,7.0,élevé,occasionnel,44202,commercial,5,8,49,9
414.0,2.0,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0,élevé,occasionnel,22773,residentiel,1,6,75,3
415.0,2.0,0.24,0.2576,0.92,0.1045,1.0,89.0,90.0,moyen,frequent,47596,residentiel,5,2,6,1
416.0,2.0,0.24,0.2576,0.93,0.1900632159104164,1.0,196.0,197.0,moyen,frequent,29491,commercial,2,7,92,9
417.0,2.0,0.24,0.2576,0.93,0.1045,2.0,107.0,109.0,faible,frequent,54671,residentiel,4,1,75,3
418.0,2.0,0.26,0.2727,0.93,0.1343,1.0,46.0,47.0,élevé,occasionnel,26435,residentiel,2,7,93,6
419.0,2.0,0.28,0.303,0.87,0.0896,5.0,47.0,52.0,élevé,occasionnel,43171,commercial,5,8,25,2
420.0,2.0,0.3,0.3182,0.81,0.0896,5.0,65.0,70.0,moyen,occasionnel,46476,residentiel,3,2,17,8
421.0,1.0,0.4,0.4091,0.62,0.2836,11.0,67.0,78.0,moyen,occasionnel,81210,residentiel,3,4,24,1
422.0,1.0,0.4,0.4091,0.58,0.2537,7.0,68.0,75.0,moyen,frequent,36201,residentiel,2,3,79,2
423.0,1.0,0.4,0.4091,0.54,0.2836,4.0,78.0,82.0,moyen,occasionnel,79989,commercial,2,4,75,8
424.0,1.0,0.38,0.3939,0.58,0.3881,10.0,94.0,104.0,moyen,occasionnel,70357,residentiel,2,8,2,7
425.0,1.0,0.36,0.3333,0.57,0.3284,7.0,190.0,197.0,moyen,occasionnel,21094,commercial,5,2,99,6
8678.806666277509,1.0,0.34,0.3182,0.61,0.2836,5.0,156.0,161.0,faible,frequent,48295,commercial,5,3,6,1
427.0,1.0,0.32,0.2879,0.57,0.4179,4.0,108.0,112.0,moyen,frequent,93178,commercial,1,4,91,1
428.0,1.0,0.32,0.303,0.49,0.2985,2.0,74.0,76.0,faible,occasionnel,54136,commercial,5,4,22,9
429.0,1.0,0.4973845615671642,0.2879,0.49,0.4179,4.0,55.0,59.0,élevé,occasionnel,66240,residentiel,2,8,1,2
430.0,1.0,0.3,0.303,0.52,0.1642,6.0,53.0,59.0,moyen,occasionnel,64517,residentiel,5,5,100,5
431.0,1.0,0.3,0.2727,0.52,0.4627,1.0,27.0,28.0,faible,frequent,58596,residentiel,4,6,98,6
8678.806666277509,1.0,0.26,0.2273,0.56,0.3881,5.0,8.0,13.0,moyen,occasionnel,33260,commercial,3,7,86,2
433.0,1.0,0.26,0.2727,0.56,0.0,2.0,3.0,5.0,élevé,occasionnel,34965,residentiel,2,6,82,6
434.0,1.0,0.26,0.2727,0.56,0.0,0.0,2.0,2.0,élevé,occasionnel,85689,commercial,3,2,64,8
435.0,1.0,0.26,0.4760846711064376,0.56,0.1642,0.0,1.0,1.0,faible,frequent,60667,residentiel,4,4,68,10
436.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,élevé,frequent,80373,residentiel,3,5,9,5
437.0,1.0,0.24,0.2273,0.6,0.2239,0.0,6.0,6.0,élevé,occasionnel,32378,commercial,3,8,79,9
438.0,1.0,0.22,0.2121,0.6,0.2239,0.0,35.0,189.44106486076245,élevé,occasionnel,90727,commercial,3,10,2,10
439.0,1.0,0.22,0.2121,0.55,0.2239,35.62439423133065,100.0,101.0,faible,frequent,23939,residentiel,4,2,15,1
8678.806666277509,1.0,0.22,0.2121,0.55,0.2836,2.0,247.0,249.0,faible,frequent,84603,residentiel,5,1,63,5
441.0,2.0,0.24,0.4760846711064376,0.52,0.2239,3.0,140.0,143.0,faible,occasionnel,24017,residentiel,1,9,1,5
442.0,1.0,0.26,0.2273,0.48,0.2985,1.0,56.0,189.44106486076245,faible,occasionnel,90934,residentiel,3,7,89,2
